id,clientId,claimType,claimAmount,submissionDate,claimStatus,claimProbability,fraudLikelihoodScore,isFraudFlagged,supportingDocuments
CL0681,C306,Property Damage,1165.44,2023-11-04,Approved,14,99,False,"['CL0681_1_doc.pdf', 'CL0681_2_doc.pdf', 'CL0681_3_doc.pdf']"
CL0682,C307,Personal Injury,27251.94,2023-06-03,Rejected,66,89,False,[]
CL0683,C307,Motor Vehicle Accident,4566.49,2024-04-06,Pending,0,46,False,[]
CL0684,C307,Personal Injury,42532.46,2024-03-28,Rejected,1,54,False,['CL0684_1_doc.pdf']
CL0685,C308,Personal Injury,16102.27,2023-09-03,Rejected,61,78,True,[]
CL0686,C308,Medical Malpractice,41445.04,2023-09-03,Approved,86,96,False,"['CL0686_1_doc.pdf', 'CL0686_2_doc.pdf']"
CL0687,C309,Family Law,13182.32,2024-04-22,Approved,68,80,False,"['CL0687_1_doc.pdf', 'CL0687_2_doc.pdf']"
CL0688,C310,Personal Injury,23934.01,2023-06-10,Approved,71,37,False,"['CL0688_1_doc.pdf', 'CL0688_2_doc.pdf', 'CL0688_3_doc.pdf']"
CL0689,C310,Motor Vehicle Accident,31855.22,2024-02-14,Approved,36,42,False,"['CL0689_1_doc.pdf', 'CL0689_2_doc.pdf']"
CL0690,C310,Medical Malpractice,22092.95,2024-05-28,Approved,74,80,False,['CL0690_1_doc.pdf']
CL0691,C311,Commercial Dispute,29094.07,2023-07-24,Approved,45,4,True,[]
CL0692,C311,Debt Collection,11468.82,2023-10-18,Pending,8,60,False,['CL0692_1_doc.pdf']
CL0693,C311,Commercial Dispute,21150.92,2023-06-29,Approved,36,91,False,"['CL0693_1_doc.pdf', 'CL0693_2_doc.pdf', 'CL0693_3_doc.pdf']"
CL0694,C312,Motor Vehicle Accident,34858.64,2023-06-07,Rejected,27,16,False,"['CL0694_1_doc.pdf', 'CL0694_2_doc.pdf', 'CL0694_3_doc.pdf']"
CL0695,C312,Medical Malpractice,11897.33,2023-07-05,Approved,45,35,False,['CL0695_1_doc.pdf']
CL0696,C312,Debt Collection,10479.21,2024-01-19,Rejected,74,32,False,"['CL0696_1_doc.pdf', 'CL0696_2_doc.pdf']"
CL0697,C313,Commercial Dispute,10661.22,2024-04-21,Pending,79,82,False,['CL0697_1_doc.pdf']
CL0698,C315,Medical Malpractice,420.8,2024-05-05,Rejected,70,61,False,"['CL0698_1_doc.pdf', 'CL0698_2_doc.pdf']"
CL0699,C316,Commercial Dispute,11862.73,2023-07-05,Pending,6,6,False,['CL0699_1_doc.pdf']
CL0700,C316,Medical Malpractice,2796.07,2024-04-23,Pending,18,28,False,[]
CL0701,C316,Motor Vehicle Accident,8446.97,2023-08-06,Approved,46,83,False,['CL0701_1_doc.pdf']
CL0702,C316,Commercial Dispute,41710.32,2023-11-20,Approved,50,96,False,['CL0702_1_doc.pdf']
CL0703,C318,Property Damage,39396.95,2023-07-05,Rejected,8,18,True,[]
CL0704,C318,Property Damage,29791.86,2023-08-19,Rejected,66,59,False,"['CL0704_1_doc.pdf', 'CL0704_2_doc.pdf', 'CL0704_3_doc.pdf']"
CL0705,C318,Family Law,35001.83,2023-07-06,Rejected,9,61,False,"['CL0705_1_doc.pdf', 'CL0705_2_doc.pdf', 'CL0705_3_doc.pdf']"
CL0706,C318,Commercial Dispute,13827.98,2023-08-03,Rejected,63,1,False,"['CL0706_1_doc.pdf', 'CL0706_2_doc.pdf', 'CL0706_3_doc.pdf']"
CL0707,C319,Personal Injury,1097.44,2024-04-23,Approved,4,55,False,"['CL0707_1_doc.pdf', 'CL0707_2_doc.pdf']"
CL0708,C319,Commercial Dispute,16329.52,2024-05-29,Rejected,56,88,False,[]
CL0709,C320,Medical Malpractice,39845.18,2024-04-15,Rejected,27,13,False,[]
CL0710,C320,Employment Dispute,49683.72,2023-07-10,Approved,95,76,False,['CL0710_1_doc.pdf']
CL0711,C320,Debt Collection,24975.08,2023-10-11,Rejected,31,0,False,"['CL0711_1_doc.pdf', 'CL0711_2_doc.pdf', 'CL0711_3_doc.pdf']"
CL0712,C321,Employment Dispute,48905.83,2023-07-26,Approved,100,13,False,"['CL0712_1_doc.pdf', 'CL0712_2_doc.pdf', 'CL0712_3_doc.pdf']"
CL0713,C321,Family Law,9999.68,2024-01-28,Rejected,83,10,False,[]
CL0714,C322,Medical Malpractice,22326.83,2023-08-09,Rejected,44,51,True,"['CL0714_1_doc.pdf', 'CL0714_2_doc.pdf', 'CL0714_3_doc.pdf']"
CL0715,C322,Employment Dispute,43097.17,2023-09-28,Pending,24,9,False,"['CL0715_1_doc.pdf', 'CL0715_2_doc.pdf']"
CL0716,C322,Motor Vehicle Accident,33256.8,2024-02-12,Pending,96,38,False,"['CL0716_1_doc.pdf', 'CL0716_2_doc.pdf']"
CL0717,C324,Property Damage,45039.62,2023-09-30,Rejected,100,38,False,[]
CL0718,C325,Employment Dispute,8128.7,2024-01-21,Approved,13,15,False,[]
CL0719,C326,Motor Vehicle Accident,25056.65,2024-05-08,Approved,84,71,False,"['CL0719_1_doc.pdf', 'CL0719_2_doc.pdf']"
CL0720,C326,Property Damage,27455.93,2023-10-20,Approved,93,16,False,"['CL0720_1_doc.pdf', 'CL0720_2_doc.pdf']"
CL0721,C327,Commercial Dispute,41851.82,2023-08-08,Approved,5,3,False,"['CL0721_1_doc.pdf', 'CL0721_2_doc.pdf']"
CL0722,C327,Employment Dispute,10436.0,2024-02-13,Pending,72,38,False,"['CL0722_1_doc.pdf', 'CL0722_2_doc.pdf']"
CL0723,C328,Medical Malpractice,31124.45,2023-08-02,Approved,39,92,False,"['CL0723_1_doc.pdf', 'CL0723_2_doc.pdf', 'CL0723_3_doc.pdf']"
CL0724,C328,Commercial Dispute,6893.35,2024-04-26,Approved,19,43,False,[]
CL0725,C329,Property Damage,35955.03,2024-03-04,Rejected,84,5,False,"['CL0725_1_doc.pdf', 'CL0725_2_doc.pdf', 'CL0725_3_doc.pdf']"
CL0726,C329,Personal Injury,34216.86,2024-03-24,Pending,36,49,False,['CL0726_1_doc.pdf']
CL0727,C329,Medical Malpractice,42099.35,2024-03-02,Rejected,45,74,False,[]
CL0728,C329,Motor Vehicle Accident,31735.94,2024-02-17,Pending,38,1,False,"['CL0728_1_doc.pdf', 'CL0728_2_doc.pdf']"
CL0729,C330,Family Law,27870.33,2024-03-01,Pending,37,78,False,"['CL0729_1_doc.pdf', 'CL0729_2_doc.pdf']"
CL0730,C330,Motor Vehicle Accident,15101.54,2024-03-14,Approved,51,36,False,"['CL0730_1_doc.pdf', 'CL0730_2_doc.pdf', 'CL0730_3_doc.pdf']"
CL0731,C330,Property Damage,26727.1,2023-12-13,Rejected,92,97,False,['CL0731_1_doc.pdf']
CL0732,C330,Commercial Dispute,31539.3,2023-07-27,Pending,71,83,False,"['CL0732_1_doc.pdf', 'CL0732_2_doc.pdf']"
CL0733,C332,Debt Collection,31664.5,2024-03-18,Pending,97,55,False,['CL0733_1_doc.pdf']
CL0734,C332,Employment Dispute,487.18,2023-11-05,Pending,55,26,False,"['CL0734_1_doc.pdf', 'CL0734_2_doc.pdf']"
CL0735,C332,Debt Collection,36486.58,2024-01-06,Pending,44,80,False,[]
CL0736,C333,Motor Vehicle Accident,3984.74,2024-03-02,Approved,11,18,False,[]
CL0737,C334,Motor Vehicle Accident,21573.69,2023-08-03,Pending,12,6,False,"['CL0737_1_doc.pdf', 'CL0737_2_doc.pdf']"
CL0738,C334,Employment Dispute,1834.28,2024-03-10,Pending,35,76,False,['CL0738_1_doc.pdf']
CL0739,C335,Medical Malpractice,25808.47,2023-09-04,Approved,30,14,False,"['CL0739_1_doc.pdf', 'CL0739_2_doc.pdf', 'CL0739_3_doc.pdf']"
CL0740,C335,Motor Vehicle Accident,26245.1,2024-02-01,Approved,37,1,False,"['CL0740_1_doc.pdf', 'CL0740_2_doc.pdf', 'CL0740_3_doc.pdf']"
CL0741,C335,Commercial Dispute,8720.96,2024-05-27,Pending,2,59,False,"['CL0741_1_doc.pdf', 'CL0741_2_doc.pdf', 'CL0741_3_doc.pdf']"
CL0742,C336,Employment Dispute,28494.03,2024-01-23,Approved,40,69,False,"['CL0742_1_doc.pdf', 'CL0742_2_doc.pdf']"
CL0743,C336,Commercial Dispute,7921.65,2023-08-13,Pending,89,7,False,"['CL0743_1_doc.pdf', 'CL0743_2_doc.pdf']"
CL0744,C336,Commercial Dispute,5041.71,2023-10-13,Approved,78,14,False,"['CL0744_1_doc.pdf', 'CL0744_2_doc.pdf', 'CL0744_3_doc.pdf']"
CL0745,C337,Property Damage,19719.85,2023-11-18,Pending,57,53,False,"['CL0745_1_doc.pdf', 'CL0745_2_doc.pdf']"
CL0746,C338,Motor Vehicle Accident,31461.62,2023-10-14,Pending,85,60,False,[]
CL0747,C338,Property Damage,47419.74,2024-04-12,Approved,52,73,False,['CL0747_1_doc.pdf']
CL0748,C338,Employment Dispute,18295.27,2023-12-22,Approved,55,73,False,['CL0748_1_doc.pdf']
CL0749,C339,Family Law,2754.44,2023-12-01,Approved,20,51,False,['CL0749_1_doc.pdf']
CL0750,C339,Debt Collection,39646.34,2023-12-19,Rejected,37,24,False,[]
CL0751,C339,Debt Collection,19851.03,2024-03-15,Rejected,58,36,False,['CL0751_1_doc.pdf']
CL0752,C340,Motor Vehicle Accident,8486.28,2024-04-09,Pending,39,2,False,"['CL0752_1_doc.pdf', 'CL0752_2_doc.pdf']"
CL0753,C340,Personal Injury,32244.35,2023-07-27,Pending,55,89,False,"['CL0753_1_doc.pdf', 'CL0753_2_doc.pdf', 'CL0753_3_doc.pdf']"
CL0754,C340,Family Law,17223.06,2023-09-11,Approved,95,69,False,"['CL0754_1_doc.pdf', 'CL0754_2_doc.pdf']"
CL0755,C341,Commercial Dispute,43175.92,2023-08-07,Pending,41,93,True,"['CL0755_1_doc.pdf', 'CL0755_2_doc.pdf']"
CL0756,C341,Commercial Dispute,3768.51,2023-09-20,Approved,17,20,False,"['CL0756_1_doc.pdf', 'CL0756_2_doc.pdf']"
CL0757,C341,Family Law,8066.29,2023-06-10,Rejected,12,76,False,['CL0757_1_doc.pdf']
CL0758,C341,Motor Vehicle Accident,49938.9,2024-03-14,Pending,9,22,False,[]
CL0759,C342,Property Damage,40707.03,2024-05-07,Pending,80,100,True,"['CL0759_1_doc.pdf', 'CL0759_2_doc.pdf', 'CL0759_3_doc.pdf']"
CL0760,C342,Family Law,49466.74,2024-05-19,Approved,75,46,False,"['CL0760_1_doc.pdf', 'CL0760_2_doc.pdf', 'CL0760_3_doc.pdf']"
CL0761,C342,Commercial Dispute,35963.49,2023-10-01,Approved,76,41,False,[]
CL0762,C342,Commercial Dispute,21829.31,2023-06-12,Approved,19,21,False,[]
CL0763,C343,Debt Collection,22254.81,2023-07-14,Rejected,65,53,False,"['CL0763_1_doc.pdf', 'CL0763_2_doc.pdf', 'CL0763_3_doc.pdf']"
CL0764,C343,Commercial Dispute,32108.98,2023-09-19,Pending,1,68,False,"['CL0764_1_doc.pdf', 'CL0764_2_doc.pdf', 'CL0764_3_doc.pdf']"
CL0765,C343,Medical Malpractice,48315.96,2024-04-07,Rejected,3,40,False,[]
CL0766,C345,Personal Injury,44870.93,2023-09-16,Pending,71,12,False,"['CL0766_1_doc.pdf', 'CL0766_2_doc.pdf']"
CL0767,C346,Medical Malpractice,48730.04,2023-12-23,Approved,42,40,False,[]
CL0768,C346,Property Damage,4173.99,2023-10-29,Rejected,40,19,False,[]
CL0769,C346,Employment Dispute,27178.49,2024-04-28,Rejected,2,82,False,['CL0769_1_doc.pdf']
CL0770,C346,Motor Vehicle Accident,44355.52,2024-02-10,Rejected,39,5,False,"['CL0770_1_doc.pdf', 'CL0770_2_doc.pdf', 'CL0770_3_doc.pdf']"
CL0771,C347,Family Law,22286.68,2024-04-09,Rejected,93,19,False,"['CL0771_1_doc.pdf', 'CL0771_2_doc.pdf', 'CL0771_3_doc.pdf']"
CL0772,C347,Medical Malpractice,39193.2,2024-02-11,Rejected,33,86,True,['CL0772_1_doc.pdf']
CL0773,C347,Property Damage,34660.14,2023-06-27,Pending,96,17,False,[]
CL0774,C348,Medical Malpractice,25875.52,2024-04-05,Approved,8,87,False,[]
CL0775,C348,Employment Dispute,733.48,2024-01-21,Pending,43,87,False,"['CL0775_1_doc.pdf', 'CL0775_2_doc.pdf']"
CL0776,C349,Family Law,18104.86,2024-04-17,Approved,47,7,False,['CL0776_1_doc.pdf']
CL0777,C350,Commercial Dispute,44677.86,2023-10-13,Pending,55,25,False,"['CL0777_1_doc.pdf', 'CL0777_2_doc.pdf']"
CL0778,C350,Employment Dispute,30530.73,2023-12-13,Approved,35,88,False,['CL0778_1_doc.pdf']
CL0779,C350,Employment Dispute,36729.95,2024-02-08,Approved,35,63,False,['CL0779_1_doc.pdf']
CL0780,C351,Employment Dispute,36145.77,2024-01-15,Pending,67,82,True,[]
CL0781,C351,Debt Collection,15781.7,2023-10-19,Approved,49,46,False,"['CL0781_1_doc.pdf', 'CL0781_2_doc.pdf', 'CL0781_3_doc.pdf']"
CL0782,C351,Personal Injury,25316.44,2023-07-20,Rejected,20,41,False,[]
CL0783,C352,Debt Collection,40500.94,2023-09-11,Rejected,63,95,False,"['CL0783_1_doc.pdf', 'CL0783_2_doc.pdf', 'CL0783_3_doc.pdf']"
CL0784,C352,Commercial Dispute,18463.95,2023-10-21,Approved,84,51,False,"['CL0784_1_doc.pdf', 'CL0784_2_doc.pdf', 'CL0784_3_doc.pdf']"
CL0785,C353,Personal Injury,19873.16,2024-04-26,Approved,89,94,False,[]
CL0786,C353,Family Law,40644.68,2024-02-01,Rejected,70,5,False,"['CL0786_1_doc.pdf', 'CL0786_2_doc.pdf']"
CL0787,C353,Medical Malpractice,48354.56,2023-06-15,Pending,52,53,False,[]
CL0788,C354,Family Law,19040.2,2023-10-22,Approved,26,84,False,[]
CL0789,C354,Medical Malpractice,20342.74,2023-11-13,Approved,42,9,False,"['CL0789_1_doc.pdf', 'CL0789_2_doc.pdf']"
CL0790,C355,Motor Vehicle Accident,47867.2,2023-06-26,Pending,76,81,False,[]
CL0791,C355,Medical Malpractice,25235.28,2024-05-29,Pending,92,66,False,['CL0791_1_doc.pdf']
CL0792,C355,Commercial Dispute,10407.13,2023-07-13,Rejected,66,83,False,"['CL0792_1_doc.pdf', 'CL0792_2_doc.pdf', 'CL0792_3_doc.pdf']"
CL0793,C356,Debt Collection,6519.6,2023-08-15,Rejected,21,6,False,['CL0793_1_doc.pdf']
CL0794,C356,Personal Injury,26675.9,2023-09-14,Approved,7,29,False,"['CL0794_1_doc.pdf', 'CL0794_2_doc.pdf', 'CL0794_3_doc.pdf']"
CL0795,C356,Debt Collection,4608.51,2024-01-14,Rejected,12,26,False,[]
CL0796,C356,Medical Malpractice,13737.15,2023-07-08,Approved,65,78,False,[]
CL0797,C357,Motor Vehicle Accident,39957.79,2023-12-23,Rejected,99,76,False,['CL0797_1_doc.pdf']
CL0798,C357,Personal Injury,39282.2,2024-05-04,Approved,90,60,False,"['CL0798_1_doc.pdf', 'CL0798_2_doc.pdf']"
CL0799,C358,Property Damage,27099.47,2023-07-29,Approved,30,69,False,"['CL0799_1_doc.pdf', 'CL0799_2_doc.pdf']"
CL0800,C359,Medical Malpractice,10672.74,2023-08-12,Approved,61,16,False,"['CL0800_1_doc.pdf', 'CL0800_2_doc.pdf', 'CL0800_3_doc.pdf']"
CL0801,C359,Commercial Dispute,21681.71,2024-02-25,Pending,40,8,False,[]
CL0802,C359,Medical Malpractice,8760.53,2023-07-11,Rejected,76,90,False,"['CL0802_1_doc.pdf', 'CL0802_2_doc.pdf', 'CL0802_3_doc.pdf']"
CL0803,C361,Employment Dispute,41685.3,2024-02-26,Rejected,62,41,False,"['CL0803_1_doc.pdf', 'CL0803_2_doc.pdf', 'CL0803_3_doc.pdf']"
CL0804,C362,Employment Dispute,39856.65,2023-07-04,Pending,22,3,False,"['CL0804_1_doc.pdf', 'CL0804_2_doc.pdf']"
CL0805,C362,Family Law,49715.42,2023-09-28,Approved,75,97,False,"['CL0805_1_doc.pdf', 'CL0805_2_doc.pdf', 'CL0805_3_doc.pdf']"
CL0806,C363,Commercial Dispute,49406.71,2023-10-08,Pending,4,30,False,[]
CL0807,C363,Debt Collection,16010.0,2023-06-09,Rejected,71,57,False,"['CL0807_1_doc.pdf', 'CL0807_2_doc.pdf', 'CL0807_3_doc.pdf']"
CL0808,C363,Family Law,32079.34,2024-05-17,Pending,25,30,False,"['CL0808_1_doc.pdf', 'CL0808_2_doc.pdf']"
CL0809,C366,Property Damage,41636.98,2023-07-16,Approved,3,11,False,['CL0809_1_doc.pdf']
CL0810,C367,Commercial Dispute,19575.4,2023-12-20,Pending,1,89,False,"['CL0810_1_doc.pdf', 'CL0810_2_doc.pdf', 'CL0810_3_doc.pdf']"
CL0811,C368,Commercial Dispute,29872.28,2023-11-10,Rejected,44,46,True,[]
CL0812,C368,Debt Collection,11492.81,2023-07-07,Pending,26,62,False,['CL0812_1_doc.pdf']
CL0813,C368,Employment Dispute,5903.94,2024-01-25,Approved,71,65,False,"['CL0813_1_doc.pdf', 'CL0813_2_doc.pdf', 'CL0813_3_doc.pdf']"
CL0814,C368,Personal Injury,11774.3,2024-02-24,Pending,11,11,False,"['CL0814_1_doc.pdf', 'CL0814_2_doc.pdf']"
CL0815,C369,Family Law,9188.74,2023-07-17,Rejected,53,52,False,"['CL0815_1_doc.pdf', 'CL0815_2_doc.pdf']"
CL0816,C369,Commercial Dispute,15274.7,2023-09-15,Pending,19,53,False,['CL0816_1_doc.pdf']
CL0817,C369,Employment Dispute,27873.35,2023-10-03,Rejected,50,9,False,"['CL0817_1_doc.pdf', 'CL0817_2_doc.pdf', 'CL0817_3_doc.pdf']"
CL0818,C369,Employment Dispute,21661.61,2024-05-14,Approved,82,58,True,['CL0818_1_doc.pdf']
CL0819,C371,Motor Vehicle Accident,23770.68,2024-03-04,Pending,0,58,False,['CL0819_1_doc.pdf']
CL0820,C372,Commercial Dispute,26064.64,2024-01-21,Approved,26,65,False,[]
CL0821,C372,Commercial Dispute,42479.65,2023-09-08,Approved,41,67,False,[]
CL0822,C372,Employment Dispute,3286.51,2023-06-30,Rejected,98,50,False,['CL0822_1_doc.pdf']
CL0823,C374,Family Law,21681.48,2024-02-02,Pending,30,7,False,[]
CL0824,C374,Medical Malpractice,2553.59,2024-03-07,Pending,75,74,False,['CL0824_1_doc.pdf']
CL0825,C374,Employment Dispute,16221.13,2023-12-22,Rejected,19,32,False,['CL0825_1_doc.pdf']
CL0826,C374,Property Damage,30997.21,2024-03-31,Pending,35,67,False,"['CL0826_1_doc.pdf', 'CL0826_2_doc.pdf', 'CL0826_3_doc.pdf']"
CL0827,C375,Medical Malpractice,4378.25,2023-07-02,Rejected,39,68,False,[]
CL0828,C375,Debt Collection,16580.78,2024-03-26,Rejected,47,83,False,[]
CL0829,C376,Family Law,4416.02,2024-01-01,Pending,61,18,False,[]
CL0830,C376,Property Damage,47670.37,2023-08-16,Rejected,40,66,False,[]
CL0831,C377,Debt Collection,12604.32,2023-07-27,Approved,80,89,False,['CL0831_1_doc.pdf']
CL0832,C377,Personal Injury,7684.28,2023-11-03,Rejected,1,42,False,"['CL0832_1_doc.pdf', 'CL0832_2_doc.pdf']"
CL0833,C378,Family Law,13272.71,2023-10-07,Approved,23,42,False,[]
CL0834,C378,Medical Malpractice,16131.38,2023-08-20,Approved,14,83,False,['CL0834_1_doc.pdf']
CL0835,C378,Employment Dispute,10721.47,2023-12-22,Rejected,38,26,False,[]
CL0836,C379,Motor Vehicle Accident,25103.87,2024-01-24,Pending,5,80,False,['CL0836_1_doc.pdf']
CL0837,C379,Motor Vehicle Accident,8555.46,2023-08-04,Rejected,97,17,False,[]
CL0838,C380,Employment Dispute,16934.59,2023-08-29,Rejected,2,70,False,[]
CL0839,C381,Commercial Dispute,42143.94,2024-01-01,Pending,16,37,False,"['CL0839_1_doc.pdf', 'CL0839_2_doc.pdf']"
CL0840,C381,Family Law,16264.28,2024-04-06,Approved,8,95,False,"['CL0840_1_doc.pdf', 'CL0840_2_doc.pdf', 'CL0840_3_doc.pdf']"
CL0841,C381,Motor Vehicle Accident,46666.94,2024-03-28,Approved,49,47,False,[]
CL0842,C382,Motor Vehicle Accident,47858.09,2023-09-17,Rejected,49,48,False,[]
CL0843,C382,Motor Vehicle Accident,3543.73,2023-06-08,Pending,80,75,False,"['CL0843_1_doc.pdf', 'CL0843_2_doc.pdf']"
CL0844,C382,Motor Vehicle Accident,7412.59,2024-02-23,Pending,80,18,False,[]
CL0845,C382,Personal Injury,37248.46,2023-09-04,Pending,45,22,False,"['CL0845_1_doc.pdf', 'CL0845_2_doc.pdf']"
CL0846,C383,Medical Malpractice,15655.81,2023-09-19,Rejected,49,41,False,['CL0846_1_doc.pdf']
CL0847,C384,Personal Injury,23277.82,2024-03-24,Pending,14,59,True,"['CL0847_1_doc.pdf', 'CL0847_2_doc.pdf']"
CL0848,C384,Employment Dispute,41444.17,2023-06-02,Approved,54,93,False,['CL0848_1_doc.pdf']
CL0849,C384,Family Law,5623.48,2023-10-12,Approved,89,3,False,"['CL0849_1_doc.pdf', 'CL0849_2_doc.pdf', 'CL0849_3_doc.pdf']"
CL0850,C385,Motor Vehicle Accident,29148.72,2023-09-18,Approved,57,18,False,"['CL0850_1_doc.pdf', 'CL0850_2_doc.pdf']"
CL0851,C387,Property Damage,41252.06,2023-06-06,Rejected,44,60,False,[]
CL0852,C387,Commercial Dispute,26225.89,2023-12-18,Approved,5,55,False,"['CL0852_1_doc.pdf', 'CL0852_2_doc.pdf']"
CL0853,C387,Personal Injury,33484.09,2024-04-06,Pending,10,34,False,"['CL0853_1_doc.pdf', 'CL0853_2_doc.pdf', 'CL0853_3_doc.pdf']"
CL0854,C389,Property Damage,3565.54,2024-03-12,Pending,38,13,False,"['CL0854_1_doc.pdf', 'CL0854_2_doc.pdf']"
CL0855,C389,Medical Malpractice,43381.05,2023-08-07,Pending,37,52,False,['CL0855_1_doc.pdf']
CL0856,C389,Debt Collection,31707.56,2023-09-16,Rejected,80,57,False,['CL0856_1_doc.pdf']
CL0857,C390,Personal Injury,30640.55,2024-03-03,Rejected,61,13,False,"['CL0857_1_doc.pdf', 'CL0857_2_doc.pdf']"
CL0858,C391,Property Damage,32591.4,2024-03-19,Approved,84,82,False,"['CL0858_1_doc.pdf', 'CL0858_2_doc.pdf']"
CL0859,C393,Personal Injury,6976.95,2023-10-15,Approved,23,90,False,"['CL0859_1_doc.pdf', 'CL0859_2_doc.pdf']"
CL0860,C393,Motor Vehicle Accident,25779.6,2024-04-09,Pending,39,49,False,['CL0860_1_doc.pdf']
CL0861,C393,Family Law,17526.09,2024-03-10,Rejected,20,40,False,"['CL0861_1_doc.pdf', 'CL0861_2_doc.pdf', 'CL0861_3_doc.pdf']"
CL0862,C393,Property Damage,10238.02,2023-07-13,Pending,31,99,False,[]
CL0863,C394,Debt Collection,25846.41,2023-10-06,Pending,11,40,False,"['CL0863_1_doc.pdf', 'CL0863_2_doc.pdf']"
CL0864,C394,Employment Dispute,8372.17,2023-07-29,Rejected,3,71,False,[]
CL0865,C395,Commercial Dispute,33184.26,2024-01-02,Rejected,50,33,False,['CL0865_1_doc.pdf']
CL0866,C395,Employment Dispute,34736.26,2024-01-24,Pending,76,62,False,[]
CL0867,C395,Family Law,37421.38,2023-10-27,Rejected,79,93,False,"['CL0867_1_doc.pdf', 'CL0867_2_doc.pdf']"
CL0868,C395,Motor Vehicle Accident,9828.19,2024-05-07,Approved,42,69,False,"['CL0868_1_doc.pdf', 'CL0868_2_doc.pdf', 'CL0868_3_doc.pdf']"
CL0869,C396,Personal Injury,35690.64,2023-12-26,Approved,7,70,True,"['CL0869_1_doc.pdf', 'CL0869_2_doc.pdf', 'CL0869_3_doc.pdf']"
CL0870,C397,Property Damage,27699.67,2023-09-16,Rejected,14,95,False,[]
CL0871,C398,Property Damage,7426.13,2024-01-27,Approved,22,80,False,"['CL0871_1_doc.pdf', 'CL0871_2_doc.pdf', 'CL0871_3_doc.pdf']"
CL0872,C400,Motor Vehicle Accident,9192.94,2023-10-03,Approved,95,72,False,"['CL0872_1_doc.pdf', 'CL0872_2_doc.pdf', 'CL0872_3_doc.pdf']"
CL0873,C401,Debt Collection,25394.7,2023-07-22,Approved,5,62,False,['CL0873_1_doc.pdf']
CL0874,C401,Motor Vehicle Accident,34956.23,2023-08-07,Pending,15,80,False,[]
CL0875,C401,Property Damage,21491.18,2023-07-16,Pending,67,87,True,[]
CL0876,C402,Employment Dispute,17649.35,2024-02-01,Rejected,22,49,False,"['CL0876_1_doc.pdf', 'CL0876_2_doc.pdf', 'CL0876_3_doc.pdf']"
CL0877,C402,Motor Vehicle Accident,898.59,2023-07-04,Rejected,75,95,False,"['CL0877_1_doc.pdf', 'CL0877_2_doc.pdf']"
CL0878,C402,Motor Vehicle Accident,25725.63,2023-06-30,Approved,24,26,False,[]
CL0879,C402,Family Law,8888.32,2023-10-30,Rejected,16,46,False,"['CL0879_1_doc.pdf', 'CL0879_2_doc.pdf']"
CL0880,C403,Property Damage,1411.69,2023-10-08,Approved,42,92,False,[]
CL0881,C403,Property Damage,19216.92,2023-06-30,Rejected,100,12,False,"['CL0881_1_doc.pdf', 'CL0881_2_doc.pdf']"
CL0882,C403,Family Law,36256.85,2023-12-21,Rejected,20,29,False,[]
CL0883,C404,Medical Malpractice,20094.33,2023-08-03,Approved,37,41,False,['CL0883_1_doc.pdf']
CL0884,C404,Employment Dispute,22300.68,2024-05-01,Approved,0,54,False,['CL0884_1_doc.pdf']
CL0885,C404,Property Damage,43976.94,2024-02-25,Approved,91,68,False,"['CL0885_1_doc.pdf', 'CL0885_2_doc.pdf']"
CL0886,C405,Family Law,4337.29,2023-07-14,Rejected,95,47,False,"['CL0886_1_doc.pdf', 'CL0886_2_doc.pdf', 'CL0886_3_doc.pdf']"
CL0887,C406,Medical Malpractice,40221.91,2023-11-23,Pending,58,43,False,"['CL0887_1_doc.pdf', 'CL0887_2_doc.pdf', 'CL0887_3_doc.pdf']"
CL0888,C406,Family Law,45771.3,2023-10-04,Pending,72,25,False,"['CL0888_1_doc.pdf', 'CL0888_2_doc.pdf', 'CL0888_3_doc.pdf']"
CL0889,C406,Commercial Dispute,12021.88,2023-10-17,Pending,52,13,False,[]
CL0890,C406,Family Law,29938.35,2023-10-07,Approved,79,82,False,"['CL0890_1_doc.pdf', 'CL0890_2_doc.pdf']"
CL0891,C407,Family Law,8215.14,2024-05-19,Rejected,8,4,False,[]
CL0892,C407,Personal Injury,24133.91,2023-06-22,Pending,62,35,False,[]
CL0893,C409,Personal Injury,8171.91,2024-04-07,Approved,50,88,False,"['CL0893_1_doc.pdf', 'CL0893_2_doc.pdf']"
CL0894,C409,Medical Malpractice,17825.81,2024-04-25,Rejected,26,25,False,"['CL0894_1_doc.pdf', 'CL0894_2_doc.pdf']"
CL0895,C409,Motor Vehicle Accident,35051.55,2023-07-12,Rejected,36,61,False,"['CL0895_1_doc.pdf', 'CL0895_2_doc.pdf']"
CL0896,C409,Property Damage,48272.65,2024-02-15,Approved,76,86,False,"['CL0896_1_doc.pdf', 'CL0896_2_doc.pdf', 'CL0896_3_doc.pdf']"
CL0897,C411,Property Damage,7940.04,2023-12-20,Rejected,59,72,False,[]
CL0898,C411,Motor Vehicle Accident,22492.49,2023-06-28,Approved,42,26,False,"['CL0898_1_doc.pdf', 'CL0898_2_doc.pdf']"
CL0899,C411,Property Damage,22170.32,2023-10-12,Approved,54,74,False,"['CL0899_1_doc.pdf', 'CL0899_2_doc.pdf', 'CL0899_3_doc.pdf']"
CL0900,C413,Property Damage,6108.47,2023-09-02,Pending,29,79,False,[]
